文本,SARA与仇恨言论,亵渎宗教,淫秽色情与违背风俗,网络赌博,诽谤网暴与勒索,虚假信息与谣言,分裂与极端主义,理由(法律与法规),本地黑话与违规关键词
"USER sebelum brngkat krja ngentot dulu sama pacar URL",0,0,1,0,0,0,0,露骨的性行为描述。使用“ngentot(做爱)”公开讨论私密行为，违反违背风俗条款,ngentot
"USER USER USER USER Mental itu selalu minta mobil rantis, minta dikawal polisi,. \n\nSayang banget tuh bis ga dilempar molotov ye, kayak di jl gatsu.\n\nmental itu bikin nazar nikah sama monyet ? Terus ? \n\nMental itu ngerusak stadion gbk? Aset negara, \n\nTerus ada yg dapet proyekan dari kementrian, lol'",0,0,0,0,1,0,0,激烈的社会政治批评。提及暴力行为(molotov)并使用贬义比喻，属于高风险的不友善言论,"molotov, monyet"
"USER USER USER Gubernur bego dlm sejarah DKI",0,0,0,0,1,0,0,针对公职人员的直接辱骂。使用“bego”进行攻击，构成网络骚扰,bego
"USER 515UKM4W4T1 itu golongan iblis...Krn hanya iblis yg tdk suka adzan.",1,1,0,0,1,0,0,涉及宗教仇恨与人身攻击。将特定人物称为“iblis(恶魔)”，属于严重的仇恨言论,"iblis, adzan"
"USER tampang sederhana padahal boneka kunyuk",0,0,0,0,1,0,0,针对公众人物的政治讽刺。称其为“傀儡猴子(boneka kunyuk)”，属于轻度网络骚扰,"boneka, kunyuk"
"USER Alay bat tai tentara macam apa lo!? Ew banget sih emg tentara ina w malu'",0,0,0,0,1,0,0,对印尼军人（INA）群体或个人的言语攻击，使用“tai（屎）”和“alay”表达极端厌恶,tai, alay
"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",0,0,0,0,1,0,0,饭圈对线。针对特定粉丝或偶像的恶意诅咒与嘲讽，并使用脏话“tai”辱骂,tai, belagu
"USER Cuma sejam anjir wk'",0,0,0,0,0,0,0,正常的日常惊讶表达，“anjir”在此作为语气助词，无攻击性,anjir
"USER Halah tai. Kacang lupa kulitnya ngatain JYP :""'",0,0,0,0,0,0,0,对某事不满的日常吐槽，引用印尼谚语“忘恩负义”，“tai”作为感叹词，合规,tai
"USER kamu gak salah. Masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah? Nggak, kamu udh baik adanya. Lanjutin aja apa yg kamu lakukan itu positif bgt utk diri kamu. Mereka mah emg udh pada dasarnya tolol dan gamau berkembang jadinya nyinyir'",0,0,0,0,1,0,0,通过辱骂第三方“tolol（愚蠢）”和“nyinyir（阴阳怪气）”来安慰他人，属于网络不友善言论,tolol, nyinyir
"USER Kenal glam gak lw jing? Homme jg kmn tai. Agency lw juga ada masa anjlok ny gaush bacot makany. ngaca dl.'",0,0,0,0,1,0,0,激烈的行业/公司辩论，使用动物脏话“jing（狗）”和“bacot（闭嘴）”进行人身攻击,jing, tai, bacot
"USER sedih gw baca komenannya nyalahin army taunya akun bodong. kampret dah.'",0,0,0,0,0,0,0,对虚假账号乱象的个人沮丧表达，“kampret”为日常发泄词，合规,kampret
"USER woi elah ngakak terus sih anjir hari ini WKKW'",0,0,0,0,0,0,0,表达开心和笑意，“anjir”作为高频中性口头禅，完全合规,anjir
"USER YAAAELAAAAAA manusia babi dasar'",0,0,0,0,1,0,0,直接使用动物脏话“babi（猪）”辱骂他人，构成典型的人身攻击,babi
"USER Gila......manusia sudah bejad lahir bathin...sudah maksiat dimuka umum....syariat2 Tuhan pun di rusak..dihina........Duuhhhh Gustiiiiiiiiiiiiiiii.......'",0,0,0,0,0,0,0,对社会道德现状的感叹和个人信仰方面的抱怨，并非攻击他人，合规,bejad, maksiat, syariat
"USER ASW GAK GW KASIH HADIAH PULSA LG KL MENANG YA LW'",0,0,0,0,0,0,0,朋友间带有调侃性质的警告，“asw（狗）”在此作为熟人间非恶意的俚语，合规,asw
"USER Gimana mainnya asw'",0,0,0,0,0,0,0,询问游戏玩法的日常口语，“asw”作为语气词，无攻击性，合规,asw
"USER Ternyata masih da banyak asw'",0,0,0,0,0,0,0,表达惊讶或发现新事物的感叹，属于合规的情绪化表达,asw
"USER USER Gue belom baca sampe akhir akhir mager asw mending vn kwkwkwkwkw'",0,0,0,0,0,0,0,描述个人“mager（懒得动）”的状态，使用日常俚语，完全合规,asw, mager
"USER Mau dibucinin lah asw udh dibucinin kok gak mempan wagelaseh gue harus ngapain lage'",0,0,0,0,0,0,0,描述个人感情状态的日常吐槽，“asw”用于加强语气，无攻击意图,asw, bucin
"USER Rayap mah makanin kayu pea kunyuk wkwk'",0,0,0,0,0,0,0,朋友间纠正错误的打趣玩笑，词汇使用属于熟人间的非正式互动，合规,pea, kunyuk
"USER Dasar javlay llu kunyuk ... Istipar weh'",0,0,1,0,1,0,0,使用具有性侮辱性质的贬义词（javlay/妓女）和动物脏话辱骂他人，严重违规,javlay, kunyuk
"USER Kasur mana enak kunyuk'",0,0,0,0,0,0,0,朋友间的日常闲聊打趣，无恶意，合规,kunyuk
"USER hanjing... MAJU LU SINI BABI'",0,0,0,0,1,0,1,包含线上约架与严重的动物脏话辱骂（hanjing/狗，babi/猪），属于暴力倾向言论,hanjing, babi, maju
"USER USER udik emang bego haha'",0,0,0,0,1,0,0,嘲笑他人是“udik（乡巴佬）”并辱骂其“bego（愚蠢）”，构成网络骚扰,udik, bego
"USER USER Kalau Khalifah bagaimana Prof. ? \nKan sudah sunatullah pastinya ? \nTuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan nggak setuju, kemudian dinamakan Iblis. \nTugas manusia sbg Khalifatullah untuk mengambil Hikmah (kebijaksanaan) dari keduanya. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,涉及宗教哲学与政治概念的深度讨论，属于合规的言论自由,Khalifah, Iblis
"USER USER USER USER USER USER USER USER USER USER USER Cuma 1 kata: BAJINGAN !",0,0,0,0,1,0,0,极其简短直接的辱骂。使用严重脏话“BAJINGAN(混蛋)”进行攻击，属于典型的网络暴力,BAJINGAN
"USER Babi tak ajak'",0,0,0,0,0,0,0,语境模糊。在缺乏明确背景时常被视为朋友间的玩笑或非定向的情绪发泄，合规,Babi
"USER bisa aja gembel nya lu jae \xf0\x9f\x98\x8c'",0,0,0,0,0,0,0,饭圈（针对Jaehyun等偶像）的亲昵调侃。使用“gembel(小穷酸/寒酸)”形容某种造型，无恶意，合规,gembel
"USER BODO EH HAHAHHAHAHHHHAHAHAHA BADU ARHHH NGAYAH PANGAN DIRI KETU KU NEMU D CRINGE SIAL'",0,0,0,0,0,0,0,日常强烈的情绪化表达。包含“BODO(笨蛋)”和“SIAL(该死)”，但更多是自嘲或对情境的感叹，合规,"BODO, SIAL"
"USER USER Pake wifi aja masih gembel'",0,0,0,0,0,0,0,对网络连接质量的吐槽。使用“gembel”指代信号差或设备落后，不针对个人，合规,gembel
"USER letak Iman di dalam otak ada di sebelah mana sih, cacing yg di mengandung Protein adalah Olahan dengan Extrac .. bukan dengan makanan yg mengandung cacing langsung dikonsumsi ... jika mau cacing dalam daging babi .. qty nya mantap tuh'",0,0,0,0,0,0,0,关于生物、营养与宗教教义（Iman）的正常讨论。提及猪肉（babi）为客观指代，完全合规,babi
"USER Apa lagi memek yg ga ada bulunya lebih mantap di jilatnya'",0,0,1,0,1,0,0,露骨且低俗的性器官描述与性骚扰言论。触犯了关于反色情与网络风俗的红线,"memek, jilat"
"USER Maklumin aja mus, mereka itu para anjing pki laknat, si dylan idiot itu lah ketua nya'",1,0,0,0,1,0,0,结合政治标签（PKI）与人身攻击。使用动物脏话（anjing）和智商羞辱（idiot）定向攻击他人，属于网络霸凌,"anjing, pki, idiot"
"USER USER USER USER USER USER Dasar muka tai babi loh mau tenar agama di bawa2.. Klw berani jgn share di medsos.. Umat siapa pun klw agama nya di hina2 pasti marah besar..!!! Dgn mudah nya langsung minta maaf.. Ayo FPI buruh dan cari orang ini buat kasih pelajaran...!!! #BelaIslam*'",1,1,0,0,1,0,0,严重的宗教冲突言论与人身攻击。辱骂对方“猪屎脸”并煽动群体仇恨（FPI/BelaIslam），构成严重的网络暴力,"tai babi, FPI"
"USER Aldo tai anjing'",0,0,0,0,1,0,0,直接的点名辱骂。使用动物脏话叠加（tai anjing/狗屎）攻击特定对象，属于网络霸凌,tai anjing
"USER Bogel kunyuk hehe'",0,0,0,0,0,0,0,朋友之间针对身材（Bogel/矮子）的戏谑称呼。配合“hehe”笑声，通常判定为非恶意的熟人打趣，合规,"Bogel, kunyuk"
"USER USER apaan babi'",0,0,0,0,0,0,0,日常口语中的语气感叹词（搞什么啊靠）。词汇“babi”在此作为加强语气的助词，无定向网暴意图，合规,babi
"USER Jadi kalau masih mo mt gak kena dare bajingan:3'",0,0,0,0,0,0,0,语爱或角色扮演（RP）游戏中的调侃。结尾的“bajingan”和表情符“:3”显示其为友好或调情性质的互动，合规,bajingan
"USER lu bolot, lemot. masa gitu doang ga ngerti'",0,0,0,0,1,0,0,针对他人反应能力的羞辱。使用残障贬义词“bolot（聋）”和“lemot（慢）”攻击他人，构成网络骚扰,"bolot, lemot"
"USER Cewe gila. Sinting. Freak'",0,0,0,0,1,0,0,直接的人格贬低。针对女性使用精神状态贬义词进行攻击，属于网络不友善言论,"gila, sinting, freak"
"USER Tae. Isinya banci semwa yak?'",0,0,0,0,1,0,0,带有性别歧视的群体侮辱。使用“Tae（屎）”和针对跨性别/女性化男性的蔑称“banci”进行攻击,"Tae, banci"
"USER WISHNYA KE LU SEMUA TAI.'",0,0,0,0,1,0,0,针对特定群体或对话参与者的恶意诅咒。使用排泄物词汇“TAI”进行大写施压，属于语言暴力,TAI
"USER BODO MAU NGAMBEK'",0,0,0,0,0,0,0,表达个人闹脾气的情绪表达。使用“BODO（随便）”展现傲娇状态，不构成对他人的攻击，合规,BODO
"USER Ihh yg bener anjirr jahat elu mah bodo bodo'",0,0,0,0,0,0,0,熟人间的亲密互动。词汇“anjirr”和“bodo”在此语境下仅作为加强情感交流的口头禅，完全合规,"anjirr, bodo"
"USER perek doyan di gagahin :*'",0,0,1,0,1,0,0,严重的荡妇羞辱与性骚扰。使用针对女性的严重蔑称“perek（妓女）”并描述性暴力意图，严重违规,"perek, gagahin"
"USER Bangsat banci manatuh\xf0\x9f\x98\x82",0,0,0,0,1,0,0,结合严重脏话“Bangsat（畜生）”与性别歧视词汇“banci（人妖）”进行辱骂，违反反霸凌规范,"bangsat, banci"
"USER Ah. Kaga weekend ini? Tai emang",0,0,0,0,0,0,0,对周末计划泡汤的个人情绪宣泄。使用“tai（屎）”作为感叹词，无定向攻击，合规,tai
"USER USER Totol ketemu tolol !",0,0,0,0,1,0,0,直接的人身攻击。使用“tolol（愚蠢）”及其变体辱骂对方，属于典型的不友善言论,tolol
"USER Tebal banget bentuk memek ya tante",0,0,1,0,1,0,0,极其恶劣的性骚扰。针对女性（tante）进行露骨的生殖器（memek）描写，严重违规,"memek, tante"
"USER Makanya kalo laper mending jual diri aja jangan jual otak. Goblog kan jadinya.",0,0,1,0,1,0,0,涉及荡妇羞辱（jual diri/卖淫）的人身攻击。辱骂他人“goblog（愚蠢）”，构成网络霸凌,"jual diri, goblog"
"USER USER USER USER USER USER USER USER Kya bersih suci sendiri aja kamu TOLOL....trs,kmu yg teriak\xc2\xb2 muslim....udh berbuat apa utk sdra muslim mu????klo mkn aja msh NGEMIS,g usah kopar kapirin org....benci boleh GOBLOK JGN!!!USER",1,1,0,0,1,0,0,涉及宗教（Muslim）与智商羞辱（TOLOL/GOBLOK）的激烈对骂。指责对方“装清高”并提及异教徒标签（kopar kapir），触犯SARA与霸凌规范,"TOLOL, Muslim, NGEMIS, GOBLOK"
"USER Anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c",0,0,0,0,0,0,0,日常对某事物的惊叹表达。“anjir”作为高频中性语气助词，不构成违规,anjir
"USER Y JGN MAU DOI CUMAN PENCITRAAN AJA APLOT APLOT GITU DIHHH DI PERSONAL NYA SALTY IN JIUN MULU SOMPRET",0,0,0,0,0,0,0,饭圈对线中的情绪表达。使用语气词“sompret（讨厌鬼）”，虽有不满但未达到严重攻击程度，属于低风险,sompret
"USER aku brengsek, masa adik ku kecebur aku ketawain?'",0,0,0,0,0,0,0,无恶意的自嘲或幽默陈述。自称“brengsek（混蛋）”以形容自己的搞怪行为，完全合规,brengsek
"USER ngakak anjir",0,0,0,0,0,0,0,表达笑个不停的愉快情绪。使用高频俚语“anjir”，完全合规,anjir
"USER kaya monyet?",0,0,0,0,1,0,0,针对他人外貌或行为的贬低。将人比作“monyet（猴子）”，在社交对话中通常视为人身攻击,monyet
"USER biar makin panas alias babi kaaaaau\n wwkwkwkw\n\njangan becandain mamah gw",0,0,0,0,1,0,0,针对个人的直接辱骂。使用严重动物脏话“babi（猪）”并提及保护家人，属于攻击性言论,babi
"USER bawa2 gugel ah tai del",0,0,0,0,0,0,0,朋友间的日常互怼或对搜索结果的吐槽。“tai”在此处为轻微的口癖发泄，合规,tai
"USER #Jawabannya adlh; KARENA PASUKAN ONTA 212 DENGAN PEMIMPIN BRENGSEK YG KINI BURON, MEREKA SAMA"" MENIKMATI HASILNYA.\nMEREKA BAHAGIA MENIKMATI UANG HARAM KARENA MEREKA SATU KEYAKINAN..!!!!'",1,1,0,0,1,0,0,极端的政治与宗教群体攻击。使用歧视性黑话“PASUKAN ONTA（骆驼军团）”指代特定派系，并进行诽谤，严重违规,"PASUKAN ONTA, 212, brengsek"
"USER USER Hahahahaha... \nga ada orderan demo.. \nga ada nasi bungkus.. \nga ada perbaikan gizi.. \nTETAP IDIOT..!'",0,0,0,0,1,0,0,针对抗议群体的政治嘲讽。辱骂他人为“IDIOT”，属于网络不友善言论,IDIOT
"USER Kunyuk nih orang ...jng kasih kendor nih segera cyduk.",0,0,0,0,1,0,0,呼吁对其进行抓捕（cyduk）并辱骂其为“Kunyuk（猴子）”，构成网络霸凌与骚扰,kunyuk
"USER USER USER USER USER tengok cara balas, Ni ke cara #KitaOK pertahankan #ASSTAG diorang\ncomeonla\n\nMaki hamun bukan MATLAMAT KEMPEN #KitaOK\n\nSebab tu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!!\n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",1,0,0,0,1,0,0,严重的群体歧视言论。使用“#BANGSAANJING（狗的种族）”标签进行恶意攻击，涉及种族/群体仇恨,"#BANGSAANJING, ANJING"
"USER USER Wkwkwk bangke. Sambil ada yg ngetok2 di jendela",0,0,0,0,0,0,0,日常恐怖氛围或轶事分享。使用“bangke（该死/混蛋）”作为惊讶语气的感叹，合规,bangke
"USER Medokan ndi? Ga ngerti aku yoan.\n\nMAKANE, mama ku macak budek nek aku jalok sangu \xf0\x9f\x98\xad'",0,0,0,0,0,0,0,爪哇语混合的日常家庭生活幽默。称母亲“装聋（macak budek）”以拒绝给零用钱，属于生活化比喻，合规,budek
"USER Dia budek, buta, dan otak mati jd mungkin sulit. Jangan berharap banyak.'",0,0,0,0,1,0,0,恶意的人身攻击。利用残障词汇“budek（聋）”和“buta（盲）”攻击他人的沟通能力，违反社区规范,"budek, buta"
"USER Kok bs gitu sih asu bgt paypal :('",0,0,0,0,0,0,0,针对支付平台（Paypal）服务不佳的吐槽。使用“asu（狗）”作为语气词发泄不满，非定向网暴，合规,asu
"USER USER perek lu mah'",0,0,1,0,1,0,0,严重的荡妇羞辱。使用针对女性的蔑称“perek（妓女）”定向攻击他人，属于网络霸凌,perek
"USER Kamu bau bangke tikus!!! \xf0\x9f\x98\x33'",0,0,0,0,1,0,0,人身攻击。使用“bangke tikus（老鼠尸体）”攻击他人的个人卫生/体味，构成网络骚扰,bangke
"USER Kamu bau monyet .g'",0,0,0,0,1,0,0,人身攻击。通过动物比喻攻击他人的体味，属于不友善言论,monyet
"USER Jadi inget fesbuk anjir lupa aku'",0,0,0,0,0,0,0,关于社交媒体的回忆分享。使用“anjir”作为语气助词，完全合规,anjir
"USER USER Kunyuk emang die wkwk'",0,0,0,0,0,0,0,熟人间的打趣。虽然使用了贬义词“kunyuk”，但配合笑声语境，判定为非恶意的互动，合规,kunyuk
"USER bodo yang penting mak bahagia'",0,0,0,0,0,0,0,表达对家庭幸福的重视。自称“bodo（随便/不计较）”，属于合规的情感表达,bodo
"#PECUNIO akan membawa kita lebih jauh ke arah tujuan kita untuk membentuk pasar keuangan masa depan.\n#Pecun_io #ICO'",0,0,0,0,0,0,0,关于加密货币项目（Pecunio）的推广。虽然项目名包含敏感词根，但在特定商业语境下完全合规,PECUNIO
"anjirrrr brengsek bajingan. gila sih lu gua gangerti sih kalo jd lu \n\nternyata ada yg lebih parah dr mantan gua anjir lol\n\nudah skrng fokus exo yg jelas2 membuat kita bahagia^____~'",0,0,0,0,0,0,0,对个人遭遇或前任的吐槽，随后转向追星话题。虽然使用了脏话，但属于情绪宣泄而非定向攻击用户，合规,"brengsek, bajingan"
"USER Hah cuman buat orang kek lu pecun.. Dang , aduh gk bgt orang kaya lu di bacotin dikit aja udah sesek napas'",0,0,1,0,1,0,0,恶劣的网络霸凌与性别歧视。使用“pecun（妓女）”攻击他人，属于严重的语言暴力,pecun
"USER Iya peno sinting'",0,0,0,0,1,0,0,直接的人身攻击。辱骂特定个人（Peno）为“sinting（神经病）”，属于不友善言论,sinting
"USER Ihh itu marahin cordi nunanya oppaa masa mau ambil2 guguk ku : ( kaya bencong aja dia ngambil2 punyaku-! \xf0\x9f\x98\xa2 .nda'",0,0,0,0,1,0,0,涉及性别偏见与人身攻击。使用蔑称“bencong（人妖）”来贬低他人的行为，违反社区规范,bencong
"USER Guwe anjing penasaran iya iya lah bisa ngomong, maju lu sini garuda kuping budek'",0,0,0,1,1,0,0,激烈的言语挑衅与残障歧视。使用“budek（聋）”攻击对方并含有约架倾向（maju lu sini），严重违规,"anjing, budek"
"Woy,itu semua sudah di proses aparat.ngapain harus ribut.kalo ahok memang perlu di ributin karna tidak di proses..goblog di pupuk'",0,0,0,0,1,0,0,政治立场争论。辱骂对方“goblog（愚蠢）”，构成轻度网络骚扰,goblog
"yeuh mentalita sunda sib...g club g pendukung kunyuk kabeh...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL",1,0,0,0,1,0,0,涉及族群歧视（SARA）。攻击苏丹族群（Sunda）的心理素质并使用动物脏话“kunyuk”，严重违规,"sunda, kunyuk"
"USER Yah jawabannya goblok mas\n\nJaka Sembung kan bawa sepeda mau sekolah, masa bawa golok,gila nih orang tua nya'",0,0,0,0,1,0,0,由于逻辑/观点不同而进行的人身攻击。辱骂他人“goblok”并牵连其父母，属于网络霸凌,"goblok, gila"
