text,category,misogyny,target
@yumnafawaz بس ما خبرتينا عند ايا قضاء.القضاء الفاسد او القضاء المسيس.ما تحلمي كتير كمان نحن عنا دعاوي كتير بحقكم وبحق كل اعلامي فاسد,none,none,none
@DimaSadek عم تتضامنوا مع زملاءكم اللي عم يتعرضوا للإهانات من ابطال الثورة؟ شوفوا مراسلي ال otv شو عم يصير معهم.… https://t.co/aIxv6ibgqM,none,none,none
@yumnafawaz ما منعرف شو يعني ما منعرف مين انتو ومين مفكرة حالك بس بدي قلك انتي الحلقة الاضعف وما تهددي هيدا الي بعد ناقص الفوازية تهدد,discredit,misogyny,active
@DimaSadek ديما الوطيه #تفو,discredit,misogyny,active
@DimaSadek اسمها صحیفة  مش صفيحة يا جاهلة ...,discredit,misogyny,active
@DimaSadek @josephinedeeb @AkikiJoyce بلا كذب وافتراء تضامنكن مع جويس مختلف كثيرا  عن تضامنكن مع ما تعرض له مندوبات… https://t.co/4ddzujWSMt,none,none,none
@Hussein37329144 @DimaSadek @LBCI_NEWS اوعك انتبهي عحالك من القوة يجيكي إسهال https://t.co/jK229ljp5d,none,none,none
@yumnafawaz تفوه عليكي يا بلا شرف,discredit,misogyny,active
@rolakh17 @DimaSadek  تفضلي واصل صيتك عفلسطين,none,none,none
@DimaSadek تعي انت رقصيلنا بليز,stereotyping & objectification,misogyny,active
"RT @Rmy_ehajj: ملاحظة متلي إنو نانسي السبع كتير بتشوش على الضيف وبتحكي هوي وعم يحكي ومنبطل نفهم على التنين !!
@MariamAlbassam",none,none,none
@DimaSadek سمعتي يا جاهلة��� https://t.co/O1LJ8O1PFE,discredit,misogyny,active
@wass46443840 @DimaSadek انت يا ديما صوت الكرامه,none,none,none
"@yumnafawaz ما عم بفهم عليكي والله، شو يعني شباب من حزب الله؟aliens هني يعني؟لي مصرة تسيسي الثورة ؟
شو الو معنى هالتويت اساسا ولاي فئة موجه!",none,none,none
@yumnafawaz يا عيب الشوم عليكي يا موّتي (مرتّي) ! تفه عأصلك، لو في اهل يربوكي ما بتهوشي هيك. بس مربايين معزابة.,discredit,misogyny,active
@DimaSadek يا حيوانة من الذي حرر الارض عنجد انك تافهة ولنا الشرف ان يكون ولاءنا العقائدي للسيد الخميني والخامنئي يا نجسة,discredit,misogyny,active
"هوي الظاهر حابب يصير مثل @DimaSadek
 #رياض_صبي_تحسين",none,none,none
@DimaSadek @HichamHaddad57 @LBCI_NEWS من الواضح تخلي البعض عن طرابلس لانها لم تغيير شعارها من اسقاط النظام من رأسه… https://t.co/HstDjxIgqw,none,none,none
@yumnafawaz @General_Aoun يعني صعلوكة متلك، أشرفلها تضب راسا تحت سابع أرض. واحترمي حالك. #صعاليك_الإعلام,discredit,misogyny,active
@DimaSadek بليز ديما ما بدي روح عالشغل دعميلنا ياها ✋�,none,none,none
@DimaSadek قمة السخافة فيكي خنزيرة,discredit,misogyny,active
@DimaSadek @NicoleHajal يا افهم السيدات الله يباركك,none,none,none
@NicoleHajal روحي انضبٌي احسن,discredit,misogyny,active
@DimaSadek أنت واطية وحقيرة . وبلا تهذيب,discredit,misogyny,active
@yumnafawaz صحفجية كذابة,discredit,misogyny,active
@DimaSadek الله يشفيك وحدة مريضة,discredit,misogyny,active
@DimaSadek هاهاهاهاهاهااااااا يا ديعان ما دفعتي مصاري �,none,none,none
"@Lebanonnewsonl2 @Jessicaazar @PaulaYacoubian صاير لسانك طويل الله 
يلعن الغرور",none,none,none
"RT @NicoleHajal: ما أحلاكم❤️❤️❤️❤️
موظفو مستشفى أوتيل ديو توجهوا الان الى ساحة رياض الصلح��
@DimaSadek 
#لبنان_ينتفض https://t.co/8dxGTV24lR",none,none,none
@yumnafawaz انت للسخافه عنوان,discredit,misogyny,active
@yumnafawaz لو بتركزي كيف تلفظي الأحرف مظبوط يا شاطرة!,none,none,none
@Jessicaazar ما كان ناقصنا إلّا فتحة تمّك وعهرك تتكمل,discredit,misogyny,active
"@Jay_Aoun @DimaSadek ديما� الرخيصة ألواطية�، أوطى من
ألسرماية، هالحرباية �",discredit,misogyny,active
@DimaSadek وحدة بهيمة بلا فهم,discredit,misogyny,active
"@DimaSadek انتي سمعتي نشيد سنخوض البحر معك سنموت و نحيا معك  او لا؟ سمعيها و يا ريت خفيفي حمرنة شوي نصيحة مني ��
ال… https://t.co/0tVYppGSfs",discredit,misogyny,active
@DimaSadek انت لا تتكلمي عن شيء لا تعرفيه. بكل ديمقراطية,dominance,misogyny,active
"@yumnafawaz @BeitELKell اكيد التغيير جاية
بالأخص بوجود أشخاص متلك يمنى ❤️",none,none,none
"@DimaSadek @AbdelfatahHach1 لا يكفي التعديل الوزاري ولا إسقاط الحكومة . 
المطلوب رحيل كل رموز السلطة الفاسدة .",none,none,none
@yumnafawaz مخابرات الجيش يا صحافية ولو ما شايف الجاكيت يلي لابسها و ٧اي الصورة من داخل السراي. خففو كذب و فتن يا فيلق الخياط,none,none,none
@DimaSadek @NicoleHajal تحياتي لك ايتها البطلة.,none,none,none
@DimaSadek @washingtonpost @elopezgross اكيد بالمستقبل رح تكتبي بالجرائد العبرية,none,none,none
@DimaSadek اخص عليك وعلى رائحة فم الكريها وعلى خبثك وحقارتك كم انتي رخيصة,discredit,misogyny,active
@Beirutiyat @DimaSadek ديما مثال الحرباية لبتغير لونها كيف ما مالت الدفة. لا يا قلبي ما فيكي بوقت العز تكون حبيبة ق… https://t.co/3V8b0p33Y6,discredit,misogyny,active
@NicoleHajal @AdeelaOfficial انتهت الثورة حبيبتي نيكول,none,none,none
@DimaSadek يللا اتفضلي انزلي يا ديما انت محرضه وجبانه,discredit,misogyny,active
@DimaSadek @LBCI_NEWS فرفح قلبك ؟؟؟ انبسطي ؟؟؟,none,none,none
@DimaSadek @josephinedeeb @AkikiJoyce ﻣﻊ ﺍﺣﺘﺮﺍﻣﻲ ﻟﺮﺃﻳﻚ ﺑﺲ OTV ﺟﺒﻨﺎﺀ ﻟﺄﻧﻮ ﻧﺎﺯﻟﻴﻦ ﻳﻐﻂﻮﺍ ﺍﻟﺎﺣﺪﺍﺙ ﺑﺪﻭﻥ ﻟﻮﻏﻮ ﻋﺎﻟﻤﺎﻳﻚ.,none,none,none
@DimaSadek شرشوحة الاعلام وفاجرة التويتر اتحدى النّفي . اطّلعت على تطابق المواصفات  والاسم بتفسي #ديما_الواطية,discredit,misogyny,active
@DimaSadek دمدوم قديش دفعولك تا تروحي عا طرابلس؟,none,none,none
@DimaSadek تفو عليك وع شرفك يا بلا شرف يلعن البطن لجابتك,damning,misogyny,active
@DimaSadek #ديما_الواطية هلقد بزيادة عليكي,discredit,misogyny,active
@DimaSadek انت عن جد تافهة,discredit,misogyny,active
@DimaSadek ليش عم تردي عالشعب المعقد ويلي بحب يضلو مدعوس بالسرماية ومسروقة حريته ... من ورا هودي البجم لبنان عم يرجع لورا ...  �❤️,none,none,none
"@DimaSadek ديما  أنت  غبية  أو عم تستغبي الناس 
 لو حدا من الناس العاديين الي عم يتظاهروا  معو  واحد بالمائة أو بال… https://t.co/1sPKdfN0P8",discredit,misogyny,active
@DimaSadek يلا موتي يا ست دييبي https://t.co/XJ7PnpWr7A,discredit,misogyny,active
@yumnafawaz يعني هي الحجه لكبيره لو ما هي محرومه وجوعاني كانت نزلت على الشارع حرام هيك,none,none,none
@DimaSadek تسلملي المناضلة الثورية ديما بوحيرد,none,none,none
@lilian_anan @DimaSadek هي لازم نغيرلها الهاشتاغ نعملو #ديما_البهيمة,discredit,misogyny,active
@AhmadBallout15 @DimaSadek يا خيي المسلم ولائو الديني لله و الله ما عندو جنسية ، انا بدي حل خيي! منضل نقبر بعض؟ بدك… https://t.co/VdpHwDFJ2m,none,none,none
"@DimaSadek لا غلطانين انت ابدا مش واطية
انت الوطاوة بنفسها
العالم خلقانة من طين و انت من وطاوة",discredit,misogyny,active
@DimaSadek يسلم تمك ديما ضحكتيني على قولك شكرا على الجسر عنجد منشكر الدولة على الجسر ساعدنا في التجمع والتظاهر وجمع حشد كبير من الناس,none,none,none
@DimaSadek اشرف منن طبعا..وخاصة انتِ فيكِ ترتاحي وتقعدي..مش رح يطلع من امرك شي ..وضرب واكلتيه.,discredit,misogyny,active
@ALJADEEDNEWS تحية الك نانسي السبع وصلتي كلمة الناس ❤,none,none,none
@yumnafawaz يعني هلا انتي بتفهمي بتقنيات التصوير...,none,none,none
@yumnafawaz حقارة البعض لا توصف ... الشعب الشجاع الوطني بالشوارع وفي هاك عالم زبالة المجتمع عمال تحكي ... تفو عليكم وعلى عهدكم الخاين العميل,discredit,misogyny,active
"@ALJADEEDNEWS مجموعة مسلحة 
فتانة رقم واحد 
نانسي السبع",discredit,misogyny,active
@yumnafawaz بعدين خدي نفس يا قلبي لنفهم عليكي وخفي ايدك شوي عم تلولحي فيها حولتينا طيب ���,none,none,none
@political_aya_ @DimaSadek هيدي #ديما_الواطيه  عنجد انها #ديما_الواطيه  اوفف شو #ديما_الواطيه,discredit,misogyny,active
"@yumnafawaz ونحن سنرفع دعوة عليكي وعلى محطتك بتشعيل الفتنة للوضول الى حرب اهلية
#إعلام_برسم_الإستثمار",none,none,none
@DimaSadek يا معاقة، إذا الحزب بحد ذاتو طلع بيان آنو ما آلو علاقة بإللي نزلو. من وين بتجيبي اخبارك بس���,stereotyping & objectification,misogyny,active
RT @AuadRwaida: نانسي السبع وحدة منن https://t.co/ljAD2ryjoo,none,none,none
@NicoleHajal لا تخافي ما حدا رح ياكلك,none,none,none
@joellebouyounes بس مين حضرتك؟,none,none,none
@DimaSadek علم الحزب لا يتجزأ من العلم اللبناني #انه إنه في السطور الحمراء للعلم اللبناني #يا معقدي,discredit,misogyny,active
@DimaSadek يا أختي ما شفت حدا بيكره السيد حسن قدك شكلك عندك مشكلة مع الشرف والعزة والكرامة,none,none,none
@yumnafawaz @Somaya39 ربي يحميكم وينصركم,none,none,none
@DimaSadek اي وهي عم تعبر عن رأيها بتستاهلي اكتر من هيك,none,none,none
@MwsAmal @NicoleHajal عندما تغلبي تبعيتك على وطنيتك.... و عندما تعبدون الصناءم.... انه الوطن المقدس ��. كفا بنظريات… https://t.co/giAVp2A2oc,none,none,none
"ترعبينهم لأنك تقولين الحقيقة لا سواها..
تهتفين للشعب المضطهد فيما يعبدون آلهة من فساد! 
#كلنا_ديما_صادق… https://t.co/EOQQrsvDRC",none,none,none
